BC547,1,300,150,450,700,1,2,3,BJT NPN BC547,General Purpose,0
BC548,1,300,150,450,700,1,2,3,BJT NPN BC548,General Purpose,0
BC549,1,500,250,750,700,1,2,3,BJT NPN BC549,General Purpose,0
2N2222,1,200,100,300,700,1,2,3,BJT NPN 2N2222,General Purpose,0
2N3904,1,200,100,300,700,1,2,3,BJT NPN 2N3904,General Purpose,0
BC337,1,250,125,375,700,1,2,3,BJT NPN BC337,General Purpose,0
TIP120,1,2500,1250,3750,1400,1,2,3,BJT NPN TIP120,General Purpose,0
TIP31C,1,50,25,75,700,1,2,3,BJT NPN TIP31C,General Purpose,0
BD139,1,60,30,90,700,1,2,3,BJT NPN BD139,General Purpose,0
BC546,1,300,150,450,700,1,2,3,BJT NPN BC546,General Purpose,0
MPSA42,1,100,50,150,700,1,2,3,BJT NPN MPSA42,General Purpose,0
SS8050,1,200,100,300,700,1,2,3,BJT NPN SS8050,General Purpose,0
BC557,2,300,150,450,700,1,2,3,BJT PNP BC557,General Purpose,0
BC558,2,300,150,450,700,1,2,3,BJT PNP BC558,General Purpose,0
BC559,2,500,250,750,700,1,2,3,BJT PNP BC559,General Purpose,0
2N3906,2,200,100,300,700,1,2,3,BJT PNP 2N3906,General Purpose,0
BC327,2,250,125,375,700,1,2,3,BJT PNP BC327,General Purpose,0
TIP125,2,2500,1250,3750,1400,1,2,3,BJT PNP TIP125,General Purpose,0
TIP32C,2,50,25,75,700,1,2,3,BJT PNP TIP32C,General Purpose,0
BD140,2,60,30,90,700,1,2,3,BJT PNP BD140,General Purpose,0
MPSA92,2,100,50,150,700,1,2,3,BJT PNP MPSA92,General Purpose,0
SS8550,2,200,100,300,700,1,2,3,BJT PNP SS8550,General Purpose,0
R 1.0,10,1,0,1,0,1,2,0,Resistor R 1.0 1%,Precision,0
R 1.0,10,1,1,1,0,1,2,0,Resistor R 1.0 1%,Precision,0
R 1.1,10,1,1,1,0,1,2,0,Resistor R 1.1 1%,Precision,0
R 1.1,10,1,1,1,0,1,2,0,Resistor R 1.1 1%,Precision,0
R 1.1,10,1,1,1,0,1,2,0,Resistor R 1.1 1%,Precision,0
R 1.1,10,1,1,1,0,1,2,0,Resistor R 1.1 1%,Precision,0
R 1.2,10,1,1,1,0,1,2,0,Resistor R 1.2 1%,Precision,0
R 1.2,10,1,1,1,0,1,2,0,Resistor R 1.2 1%,Precision,0
R 1.2,10,1,1,1,0,1,2,0,Resistor R 1.2 1%,Precision,0
R 1.2,10,1,1,1,0,1,2,0,Resistor R 1.2 1%,Precision,0
R 1.3,10,1,1,1,0,1,2,0,Resistor R 1.3 1%,Precision,0
R 1.3,10,1,1,1,0,1,2,0,Resistor R 1.3 1%,Precision,0
R 1.3,10,1,1,1,0,1,2,0,Resistor R 1.3 1%,Precision,0
R 1.4,10,1,1,1,0,1,2,0,Resistor R 1.4 1%,Precision,0
R 1.4,10,1,1,1,0,1,2,0,Resistor R 1.4 1%,Precision,0
R 1.4,10,1,1,1,0,1,2,0,Resistor R 1.4 1%,Precision,0
R 1.5,10,1,1,1,0,1,2,0,Resistor R 1.5 1%,Precision,0
R 1.5,10,1,1,1,0,1,2,0,Resistor R 1.5 1%,Precision,0
R 1.5,10,1,1,1,0,1,2,0,Resistor R 1.5 1%,Precision,0
R 1.6,10,1,1,1,0,1,2,0,Resistor R 1.6 1%,Precision,0
R 1.6,10,1,1,1,0,1,2,0,Resistor R 1.6 1%,Precision,0
R 1.7,10,1,1,1,0,1,2,0,Resistor R 1.7 1%,Precision,0
R 1.7,10,1,1,1,0,1,2,0,Resistor R 1.7 1%,Precision,0
R 1.7,10,1,1,1,0,1,2,0,Resistor R 1.7 1%,Precision,0
R 1.8,10,1,1,1,0,1,2,0,Resistor R 1.8 1%,Precision,0
R 1.8,10,1,1,1,0,1,2,0,Resistor R 1.8 1%,Precision,0
R 1.9,10,1,1,1,0,1,2,0,Resistor R 1.9 1%,Precision,0
R 1.9,10,1,1,1,0,1,2,0,Resistor R 1.9 1%,Precision,0
R 2.0,10,1,1,1,0,1,2,0,Resistor R 2.0 1%,Precision,0
R 2.0,10,2,1,2,0,1,2,0,Resistor R 2.0 1%,Precision,0
R 2.1,10,2,2,2,0,1,2,0,Resistor R 2.1 1%,Precision,0
R 2.1,10,2,2,2,0,1,2,0,Resistor R 2.1 1%,Precision,0
R 2.1,10,2,2,2,0,1,2,0,Resistor R 2.1 1%,Precision,0
R 2.2,10,2,2,2,0,1,2,0,Resistor R 2.2 1%,Precision,0
R 2.3,10,2,2,2,0,1,2,0,Resistor R 2.3 1%,Precision,0
R 2.3,10,2,2,2,0,1,2,0,Resistor R 2.3 1%,Precision,0
R 2.4,10,2,2,2,0,1,2,0,Resistor R 2.4 1%,Precision,0
R 2.4,10,2,2,2,0,1,2,0,Resistor R 2.4 1%,Precision,0
R 2.5,10,2,2,2,0,1,2,0,Resistor R 2.5 1%,Precision,0
R 2.6,10,2,2,2,0,1,2,0,Resistor R 2.6 1%,Precision,0
R 2.6,10,2,2,2,0,1,2,0,Resistor R 2.6 1%,Precision,0
R 2.7,10,2,2,2,0,1,2,0,Resistor R 2.7 1%,Precision,0
R 2.7,10,2,2,2,0,1,2,0,Resistor R 2.7 1%,Precision,0
R 2.8,10,2,2,2,0,1,2,0,Resistor R 2.8 1%,Precision,0
R 2.9,10,2,2,2,0,1,2,0,Resistor R 2.9 1%,Precision,0
R 2.9,10,2,2,2,0,1,2,0,Resistor R 2.9 1%,Precision,0
R 3.0,10,3,2,3,0,1,2,0,Resistor R 3.0 1%,Precision,0
R 3.1,10,3,3,3,0,1,2,0,Resistor R 3.1 1%,Precision,0
R 3.2,10,3,3,3,0,1,2,0,Resistor R 3.2 1%,Precision,0
R 3.2,10,3,3,3,0,1,2,0,Resistor R 3.2 1%,Precision,0
R 3.3,10,3,3,3,0,1,2,0,Resistor R 3.3 1%,Precision,0
R 3.4,10,3,3,3,0,1,2,0,Resistor R 3.4 1%,Precision,0
R 3.5,10,3,3,3,0,1,2,0,Resistor R 3.5 1%,Precision,0
R 3.6,10,3,3,3,0,1,2,0,Resistor R 3.6 1%,Precision,0
R 3.7,10,3,3,3,0,1,2,0,Resistor R 3.7 1%,Precision,0
R 3.7,10,3,3,3,0,1,2,0,Resistor R 3.7 1%,Precision,0
R 3.8,10,3,3,3,0,1,2,0,Resistor R 3.8 1%,Precision,0
R 3.9,10,3,3,3,0,1,2,0,Resistor R 3.9 1%,Precision,0
R 4.0,10,4,3,4,0,1,2,0,Resistor R 4.0 1%,Precision,0
R 4.1,10,4,4,4,0,1,2,0,Resistor R 4.1 1%,Precision,0
R 4.2,10,4,4,4,0,1,2,0,Resistor R 4.2 1%,Precision,0
R 4.3,10,4,4,4,0,1,2,0,Resistor R 4.3 1%,Precision,0
R 4.4,10,4,4,4,0,1,2,0,Resistor R 4.4 1%,Precision,0
R 4.5,10,4,4,4,0,1,2,0,Resistor R 4.5 1%,Precision,0
R 4.6,10,4,4,4,0,1,2,0,Resistor R 4.6 1%,Precision,0
R 4.8,10,4,4,4,0,1,2,0,Resistor R 4.8 1%,Precision,0
R 4.9,10,4,4,4,0,1,2,0,Resistor R 4.9 1%,Precision,0
R 5.0,10,4,4,5,0,1,2,0,Resistor R 5.0 1%,Precision,0
R 5.1,10,5,5,5,0,1,2,0,Resistor R 5.1 1%,Precision,0
R 5.2,10,5,5,5,0,1,2,0,Resistor R 5.2 1%,Precision,0
R 5.4,10,5,5,5,0,1,2,0,Resistor R 5.4 1%,Precision,0
R 5.5,10,5,5,5,0,1,2,0,Resistor R 5.5 1%,Precision,0
R 5.6,10,5,5,5,0,1,2,0,Resistor R 5.6 1%,Precision,0
R 5.8,10,5,5,5,0,1,2,0,Resistor R 5.8 1%,Precision,0
R 5.9,10,5,5,5,0,1,2,0,Resistor R 5.9 1%,Precision,0
R 6.0,10,6,5,6,0,1,2,0,Resistor R 6.0 1%,Precision,0
R 6.2,10,6,6,6,0,1,2,0,Resistor R 6.2 1%,Precision,0
R 6.3,10,6,6,6,0,1,2,0,Resistor R 6.3 1%,Precision,0
R 6.5,10,6,6,6,0,1,2,0,Resistor R 6.5 1%,Precision,0
R 6.7,10,6,6,6,0,1,2,0,Resistor R 6.7 1%,Precision,0
R 6.8,10,6,6,6,0,1,2,0,Resistor R 6.8 1%,Precision,0
R 7.0,10,6,6,7,0,1,2,0,Resistor R 7.0 1%,Precision,0
R 7.2,10,7,7,7,0,1,2,0,Resistor R 7.2 1%,Precision,0
R 7.3,10,7,7,7,0,1,2,0,Resistor R 7.3 1%,Precision,0
R 7.5,10,7,7,7,0,1,2,0,Resistor R 7.5 1%,Precision,0
R 7.7,10,7,7,7,0,1,2,0,Resistor R 7.7 1%,Precision,0
R 7.9,10,7,7,7,0,1,2,0,Resistor R 7.9 1%,Precision,0
R 8.1,10,8,7,8,0,1,2,0,Resistor R 8.1 1%,Precision,0
R 8.2,10,8,8,8,0,1,2,0,Resistor R 8.2 1%,Precision,0
R 8.5,10,8,8,8,0,1,2,0,Resistor R 8.5 1%,Precision,0
R 8.7,10,8,8,8,0,1,2,0,Resistor R 8.7 1%,Precision,0
R 8.9,10,8,8,8,0,1,2,0,Resistor R 8.9 1%,Precision,0
R 9.1,10,9,8,9,0,1,2,0,Resistor R 9.1 1%,Precision,0
R 9.3,10,9,9,9,0,1,2,0,Resistor R 9.3 1%,Precision,0
